"ID","NAME","CASnumber","COMPTYPE","COMPINDEX","FORMULA","MOLARMASS","LIQDENS","TC","PC","ACSFACT","NORMBOIL","MWAVG","CRITVOL","PVMODEL","Href","CPA","CPB","CPC","CPD","CPE","AntoineVapPresLiqType","ANTOINEA","ANTOINEB","ANTOINEC","ANTOINED","ANTOINEE","DIPOLEMOMENT","VISCFACT","RACKETZ","volcorrSRK_T","LJDIAMETER","LJEPS","SphericalCoreRadius","LIQVISCMODEL","LIQVISC1","LIQVISC2","LIQVISC3","LIQVISC4","GIBBSENERGYOFFORMATION","DIELECTRICPARAMETER1","DIELECTRICPARAMETER2","DIELECTRICPARAMETER3","DIELECTRICPARAMETER4","DIELECTRICPARAMETER5","IONICCHARGE","REFERENCESTATETYPE","HenryCoef1","HenryCoef2","HenryCoef3","HenryCoef4","SCHWARTZENTRUBER1","SCHWARTZENTRUBER2","SCHWARTZENTRUBER3","LIQUIDCONDUCTIVITY1","LIQUIDCONDUCTIVITY2","LIQUIDCONDUCTIVITY3","PARACHOR","HEATOFFUSION","TRIPLEPOINTDENSITY","TRIPLEPOINTPRESSURE","TRIPLEPOINTTEMPERATURE","MELTINGPOINTTEMPERATURE","ENTHALPYOFFORMATION","ABSOLUTEENTROPY","SOLIDDENSITYCOEFS1","SOLIDDENSITYCOEFS2","SOLIDDENSITYCOEFS3","SOLIDDENSITYCOEFS4","SOLIDDENSITYCOEFS5","LIQUIDDENSITYCOEFS1","LIQUIDDENSITYCOEFS2","LIQUIDDENSITYCOEFS3","LIQUIDDENSITYCOEFS4","LIQUIDDENSITYCOEFS5","HEATOFVAPORIZATIONCOEFS1","HEATOFVAPORIZATIONCOEFS2","HEATOFVAPORIZATIONCOEFS3","HEATOFVAPORIZATIONCOEFS4","HEATOFVAPORIZATIONCOEFS5","STDDENS","MC1","MC2","MC3","MC1Solid","MC2Solid","MC3Solid","TwuCoon1","TwuCoon2","TwuCoon3","associationsites","associationscheme","racketZCPA","volcorrCPA_T","associationboundingvolume_SRK","associationenergy","aCPA_SRK","bCPA_SRK","mCPA_SRK","aCPA_PR","bCPA_PR","mCPA_PR","associationboundingvolume_PR","calcActivity","ANTOINESolidA","ANTOINESolidB","ANTOINESolidC","Hsub","criticalViscosity","HydrateA1Small","HydrateB1Small","HydrateA1Large","HydrateB1Large","HydrateA2Small","HydrateB2Small","HydrateA2Large","HydrateB2Large","HydrateFormer","mSAFT","sigmaSAFT","epsikSAFT","associationboundingvolume_PCSAFT","associationenergy_PCSAFT","LJDIAMETERHYDRATE","LJEPSHYDRATE","SphericalCoreRadiusHYDRATE","DeshMatIonicDiameter","waxformer","B2_largeGF","A1_smallGF","B1_smallGF","A1_largeGF","B1_largeGF","A2_smallGF","B2_smallGF","A2_largeGF","CPsolid1","CPsolid2","CPsolid3","CPsolid4","CPsolid5","CPliquid1","CPliquid2","CPliquid3","CPliquid4","CPliquid5","MCPR1","MCPR2","MCPR3","PARACHOR_CPA"
97,"2-M-C8","3221-61-2","HC",97,"C7H16",100.20,0.66,313.60,22.90,0.42,58.05,86.17,358.00,"Classic",78069.20,49.16,0.39,8.6357518e-04,-1.38727404e-06,5.6967528e-10,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,359.40,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,359.40
98,"ethylcyclohexane","1678-91-7","HC",98,"C8H16",100.20,0.66,336.00,30.39,0.24,58.05,86.17,358.00,"Classic",66908.20,-63.90,0.88,-5.108e-04,1.103e-07,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.72,-0.81,207.00
99,"i-pentane","78-78-4","HC",99,"iC5",72.15,0.62,187.28,33.81,0.22,27.80,72.15,306.00,"Classic                                           ",39036.60,16.28,0.31,2.0236276e-04,-4.302495e-07,1.799981e-10,"log",72.35,-5010.90,-7.88,8.9795e-06,2.00,0.00,0.00,0.00,0.00,5.78,341.10,0.00,2,-7.81,3140.00,0.00,0.00,-394370.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solute                                            ",0.00,0.00,0.00,0.00,-0.03,-4.46,4.28,-0.38,5.25e-03,-6.37e-06,225.00,6000.00,1000.00,1.18976e-09,113.25,113.45,-242000.00,189.00,12.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.85,-0.26,0.45,0.00,0.00,0.00,0.34,0.85,1.92,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.34,1,1.00,-17.08,0.00,0,2.75073e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,5.78,341.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,-0.10,0.38,225.00
100,"H2S","7783-06-4","inert",100,"H2S",34.08,1.10,100.38,89.60,0.09,-59.65,34.08,98.50,"Classic                                           ",12550.90,35.46,-0.02,1.0966166e-04,-1.1065934e-07,4.057232e-11,"log",-6.95,1.19,-3.12,2.99,0.00,0.00,0.00,0.00,0.00,3.62,195.20,0.00,2,-7.81,3140.00,0.00,0.00,-394000.00,2.00,0.00,0.00,0.00,0.00,0,"solute                                            ",0.00,0.00,0.00,0.05,0.01,0.00,-2.07,-0.38,5.25e-03,-6.37e-06,80.10,6000.00,1000.00,0.23,187.66,187.66,-242000.00,189.00,53.00,-7.84e-03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.10,0.55,0.45,-0.58,0.00,0.00,0.00,0.00,0.00,0.00,2,"2A",0.00,0.00,1.160489e-03,5000.00,44505.00,2.85,0.60,0.00,0.00,0.00,0.00,1,4.43,-829.43,-25.41,0,0.00,9.928e-03,2999.00,0.01,3737.00,2.684e-04,4242.00,0.85,2325.00,"yes",1.69,3.02,226.79,0.00,0.00,3.94,195.20,0.00,1.00,0,4119.56,4.0e-03,3141.60,0.29,2936.13,1.24496e-03,2778.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,-2.814e-03,0.36,80.10
101,"S8","74-82-8","other",101,"S8",256.48,0.99,885.00,63.00,0.20,444.60,256.48,449.50,"Classic",68312.10,89.99,0.04,1.47581814e-03,-1.92361018e-06,7.465972e-10,"log",5.20,1936.28,-20.14,1000.00,0.00,0.00,0.00,0.00,0.00,6.00,454.00,0.38,3,-24.71,4210.00,0.04,-3.38e-05,-50000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solute",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,351.00,12860.00,1000.00,3.9662e-05,392.75,392.75,0.00,0.00,12.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,8.04,-4600.00,-144.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,1.20,132.00,0.38,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,351.00
102,"AceticAcid","74-82-8","acid",102,"Hac",60.05,0.99,319.55,57.86,0.46,117.89,60.05,171.00,"Classic",0.00,0.00,0.00,0.00,0.00,0.00,"log",4.68,1642.54,-39.76,0.00,0.00,0.00,0.00,0.00,0.00,3.82,132.00,0.38,3,-24.00,1122.00,0.20,0.00,-50000.00,6.20,0.00,0.00,0.00,0.00,0,"solute",0.00,0.00,0.00,0.00,0.10,3.65e-03,-2.06,0.00,0.00,0.00,0.00,0.00,1000.00,3.9662e-05,250.00,250.00,0.00,0.00,12.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,8.04,-4600.00,-144.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.82,132.00,0.38,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,"Ac-","74-82-8","ion",103,"Ac-",59.05,0.99,319.55,57.86,0.46,117.89,59.05,171.00,"Classic",0.00,0.00,0.00,0.00,0.00,0.00,"log",4.68,1642.54,-39.76,0.00,0.00,0.00,0.00,0.00,0.00,3.82,132.00,0.38,3,-24.00,1122.00,0.20,0.00,-50000.00,0.00,0.00,0.00,0.00,0.00,-1,"solute",0.00,0.00,0.00,0.00,0.10,3.65e-03,-2.06,0.00,0.00,0.00,0.00,0.00,1000.00,3.9662e-05,250.00,250.00,0.00,0.00,12.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,8.04,-4600.00,-144.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.82,132.00,0.38,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,"neon","74-82-8","inert",104,"Ne",20.18,0.65,-228.75,26.65,-0.37,-248.70,18.05,25.00,"Classic",0.00,0.00,0.00,0.00,0.00,0.00,"log",29.75,-271.06,-2.60,5.27e-04,2.00,1.80,0.07,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"solute",0.00,0.00,0.00,0.00,4.662711e-03,-207.88,167.15,0.00,0.00,0.00,207.00,6000.00,1000.00,0.43,24.56,24.45,-242000.00,189.00,74.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,-0.50,0.72,0.00,0.00,0.00,0.08,0.94,3.40,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75,1,1.00,-1.50,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
105,"acetone","67-64-1","other",105,"Acetone",58.08,0.90,234.95,48.00,0.55,64.55,32.04,99.00,"Classic                                           ",0.00,42.61,0.01,4.7647534e-04,-5.9669578e-07,2.2680592e-10,"pow10",7.63,1566.69,273.41,0.00,0.00,1.70,0.21,0.00,0.00,3.62,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,57900.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solvent                                           ",,,,,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,1.43,-0.79,0.32,0.00,0.00,0.00,0.00,0.00,0.00,2,"2B",0.00,0.00,0.01,24476.00,40220.00,3.12,0.46,47052.00,3.30,0.90,0.04,1,17.38,-7582.40,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.62,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
106,"HS-","74-82-8","ion",106,"HS-",33.08,1.10,100.05,89.37,0.10,-59.65,34.08,98.50,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-6.95,1.19,-3.12,2.99,0.00,0.00,0.00,0.00,0.00,3.60,195.20,0.00,2,-7.81,3140.00,0.00,0.00,-394000.00,2.00,0.00,0.00,0.00,0.00,-1,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,0.23,187.66,187.66,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.10,0.82,0.25,-1.70,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,1.1604894e-03,5000.00,34369.09,2.70,0.80,0.00,0.00,0.00,0.00,1,4.43,-829.43,-25.41,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.60,195.20,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
107,"S--","74-82-8","ion",107,"S--",32.08,1.10,100.05,89.37,0.10,-59.65,34.08,98.50,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-6.95,1.19,-3.12,2.99,0.00,0.00,0.00,0.00,0.00,3.50,195.20,0.00,2,-7.81,3140.00,0.00,0.00,-394000.00,2.00,0.00,0.00,0.00,0.00,-2,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,0.23,187.66,187.66,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.10,0.82,0.25,-1.70,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,4.43,-829.43,-25.41,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.50,195.20,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
108,"ethanol","64-17-5","alcohol",108,"CH4O                                              ",46.06,0.79,240.77,61.40,0.64,64.55,32.04,99.00,"Classic                                           ",20891.50,36.54,5.221192e-03,4.6109444e-04,-5.8397536e-07,2.232309e-10,"pow10",5.33,1648.22,230.91,0.00,0.00,1.70,0.21,0.00,0.00,3.62,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,57900.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,0.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,1.43,-0.79,0.32,0.00,0.00,0.00,0.00,0.00,0.00,2,"2B",0.00,0.00,8.0e-03,21532.01,86716.09,4.90,0.73,47052.00,3.30,0.90,0.04,1,17.38,-7582.40,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",2.38,3.17,198.24,0.03,22060.36,3.62,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,"DEA","74-82-8","amine",109,"DEA",119.16,1.03,240.75,61.40,0.64,140.00,119.16,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.00,0.00,0.00,4.50,481.80,0.00,3,-75.19,12680.00,0.15,-1.225e-04,57900.00,-5.95,9276.38,-6.21e-06,0.00,0.00,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.35,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,"0",0.00,0.00,0.05,12000.00,258457.09,10.75,1.36,376276.88,10.78,1.25,0.00,1,17.38,1.76,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,4.50,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
110,"DEA+","74-82-8","ion",110,"CH4O                                              ",120.16,1.03,403.85,38.76,1.24,64.55,119.16,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.00,0.00,0.00,4.40,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,0.00,0.00,0.00,0.00,0.00,0.00,1,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,4.40,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
111,"DEACOO-","74-82-8","ion",111,"PiperazineCarbamate",121.00,1.03,364.85,68.70,0.80,140.00,119.16,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.00,0.00,0.00,6.00,481.80,0.00,3,-75.19,12680.00,0.15,-1.225e-04,57900.00,8.16,8989.30,0.00,0.00,0.00,-1,"solute",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,"0",0.00,0.00,0.05,12000.00,258457.09,10.75,1.36,376276.88,10.78,1.25,0.00,1,17.38,1.76,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,6.00,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
112,"Piperazine++","74-82-8","ion",112,"Piperazine++",88.13,1.03,364.85,68.70,0.80,140.00,119.16,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.00,0.00,0.00,3.00,481.80,0.00,3,-75.19,12680.00,0.15,-1.225e-04,57900.00,8.16,8989.30,0.00,0.00,0.00,2,"solute",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,"0",0.00,0.00,0.05,12000.00,258457.09,10.75,1.36,376276.88,10.78,1.25,0.00,1,17.38,1.76,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.00,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
113,"CaCO3","74-82-8","other",113,"CaCO3",124.00,0.79,400.00,220.00,0.30,64.55,32.04,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.00,0.00,0.00,6.20,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,2.00,0.00,0.00,0.00,0.00,0,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,6.20,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
114,"water","7732-18-5","water",114,"H2O",18.01,0.99,374.15,220.89,0.34,100.00,18.01,56.00,"Classic                                           ",1374.60,36.54,-0.03,1.168117e-04,-1.3003096e-07,5.254448e-11,"pow10",5.11,1687.53,230.17,0.00,0.00,1.80,0.07,0.23,0.00,2.52,809.10,0.00,3,-27.95,4665.22,0.05,-3.83562e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.05,0.09,-2.26,-0.38,5.25e-03,-6.37e-06,52.87,6010.00,1000.00,6.11e-03,273.16,273.15,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,5.45,0.30,647.13,0.08,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,1.08,-0.63,0.63,0.00,0.00,0.00,0.16,0.90,5.24,4,"4C",0.29,7.187448879e-04,0.06,16655.00,12277.00,1.45,0.67,13855.59,1.45,0.66,0.04,1,17.38,-6141.76,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",1.06,3.00,366.51,0.03,20790.81,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-262.49,140.52,0.00,0.00,0.00,276370.00,-2090.10,8.12,-0.01,9.3701e-06,0.92,-0.37,0.44,52.41
115,"F-","74-82-8","ion",115,"F-",19.00,1.00,444.15,290.89,0.34,64.55,19.00,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,2.72,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-157000.00,0.00,0.00,0.00,0.00,0.00,-1,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.72,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
