"ID","NAME","CASnumber","COMPTYPE","COMPINDEX","FORMULA","MOLARMASS","LIQDENS","TC","PC","ACSFACT","NORMBOIL","MWAVG","CRITVOL","PVMODEL","Href","CPA","CPB","CPC","CPD","CPE","AntoineVapPresLiqType","ANTOINEA","ANTOINEB","ANTOINEC","ANTOINED","ANTOINEE","DIPOLEMOMENT","VISCFACT","RACKETZ","volcorrSRK_T","LJDIAMETER","LJEPS","SphericalCoreRadius","LIQVISCMODEL","LIQVISC1","LIQVISC2","LIQVISC3","LIQVISC4","GIBBSENERGYOFFORMATION","DIELECTRICPARAMETER1","DIELECTRICPARAMETER2","DIELECTRICPARAMETER3","DIELECTRICPARAMETER4","DIELECTRICPARAMETER5","IONICCHARGE","REFERENCESTATETYPE","HenryCoef1","HenryCoef2","HenryCoef3","HenryCoef4","SCHWARTZENTRUBER1","SCHWARTZENTRUBER2","SCHWARTZENTRUBER3","LIQUIDCONDUCTIVITY1","LIQUIDCONDUCTIVITY2","LIQUIDCONDUCTIVITY3","PARACHOR","HEATOFFUSION","TRIPLEPOINTDENSITY","TRIPLEPOINTPRESSURE","TRIPLEPOINTTEMPERATURE","MELTINGPOINTTEMPERATURE","ENTHALPYOFFORMATION","ABSOLUTEENTROPY","SOLIDDENSITYCOEFS1","SOLIDDENSITYCOEFS2","SOLIDDENSITYCOEFS3","SOLIDDENSITYCOEFS4","SOLIDDENSITYCOEFS5","LIQUIDDENSITYCOEFS1","LIQUIDDENSITYCOEFS2","LIQUIDDENSITYCOEFS3","LIQUIDDENSITYCOEFS4","LIQUIDDENSITYCOEFS5","HEATOFVAPORIZATIONCOEFS1","HEATOFVAPORIZATIONCOEFS2","HEATOFVAPORIZATIONCOEFS3","HEATOFVAPORIZATIONCOEFS4","HEATOFVAPORIZATIONCOEFS5","STDDENS","MC1","MC2","MC3","MC1Solid","MC2Solid","MC3Solid","TwuCoon1","TwuCoon2","TwuCoon3","associationsites","associationscheme","racketZCPA","volcorrCPA_T","associationboundingvolume_SRK","associationenergy","aCPA_SRK","bCPA_SRK","mCPA_SRK","aCPA_PR","bCPA_PR","mCPA_PR","associationboundingvolume_PR","calcActivity","ANTOINESolidA","ANTOINESolidB","ANTOINESolidC","Hsub","criticalViscosity","HydrateA1Small","HydrateB1Small","HydrateA1Large","HydrateB1Large","HydrateA2Small","HydrateB2Small","HydrateA2Large","HydrateB2Large","HydrateFormer","mSAFT","sigmaSAFT","epsikSAFT","associationboundingvolume_PCSAFT","associationenergy_PCSAFT","LJDIAMETERHYDRATE","LJEPSHYDRATE","SphericalCoreRadiusHYDRATE","DeshMatIonicDiameter","waxformer","B2_largeGF","A1_smallGF","B1_smallGF","A1_largeGF","B1_largeGF","A2_smallGF","B2_smallGF","A2_largeGF","CPsolid1","CPsolid2","CPsolid3","CPsolid4","CPsolid5","CPliquid1","CPliquid2","CPliquid3","CPliquid4","CPliquid5","MCPR1","MCPR2","MCPR3","PARACHOR_CPA"
168,"3-M-4,4-DE-heptane","3","HC",168,"C",170.30,0.87,380.36,18.22,0.46,204.00,86.17,358.00,"Classic",0.00,0.00,0.00,0.00,0.00,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,348210.00,12.68,0.91,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",3.07,3.79,287.35,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
169,"nC12-cy-C5","74-82-8","HC",169,"C",238.46,0.87,485.74,15.19,0.71,58.05,86.17,358.00,"Classic",0.00,0.00,0.00,0.00,0.00,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,348210.00,12.68,0.91,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",3.07,3.79,287.35,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
170,"nC10-Benzene","74-82-8","HC",170,"C",218.00,0.87,479.85,17.70,0.68,58.05,86.17,358.00,"Classic",0.00,0.00,0.00,0.00,0.00,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,348210.00,12.68,0.91,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",3.07,3.79,287.35,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
171,"nC14-cy-C5","74-82-8","HC",171,"C",266.51,0.87,509.19,13.68,0.79,58.05,86.17,358.00,"Classic",0.00,0.00,0.00,0.00,0.00,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,348210.00,12.68,0.91,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",3.07,3.79,287.35,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
172,"nC17-cy-C5","74-82-8","HC",172,"C",308.59,0.87,538.01,11.90,0.90,58.05,86.17,358.00,"Classic",0.00,0.00,0.00,0.00,0.00,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,348210.00,12.68,0.91,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",3.07,3.79,287.35,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
173,"nC27","593-49-7","HC",173,"C",380.00,0.87,563.15,9.75,0.88,422.10,86.17,358.00,"Classic",253722.10,-22.40,2.57,-1.448e-03,3.165e-07,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,2.15,-1.46,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,348210.00,12.68,0.91,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",3.07,3.79,287.35,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
174,"nC34","1","HC",174,"C",478.00,0.87,587.50,5.43,1.43,482.00,86.17,358.00,"Classic",322031.50,-28.40,3.23,-1.827e-03,4.006e-07,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,2.67,-2.39,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,348210.00,12.68,0.91,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",3.07,3.79,287.35,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
175,"nC39","74-82-8","HC",175,"C",548.00,0.87,638.85,8.21,1.08,58.05,86.17,358.00,"Classic",370824.00,-32.70,3.70,-2.098e-03,4.607e-07,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,2.80,-2.65,1.45,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,348210.00,12.68,0.91,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",3.07,3.79,287.35,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
176,"1,2,4-TMcyC6","74-82-8","HC",176,"C",126.00,0.87,340.60,26.75,0.26,58.05,86.17,358.00,"Classic",0.00,32.23,1.91e-03,1.06e-05,-3.6e-09,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,348210.00,12.68,0.91,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",3.07,3.79,287.35,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
177,"nC30","638-68-6","HC",177,"C30H62",422.80,0.87,589.90,8.68,1.30,449.70,86.17,358.00,"Classic",282997.50,-25.00,2.85,-1.61e-03,3.526e-07,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,2.43,-1.94,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,348210.00,12.68,0.91,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",3.07,3.79,287.35,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
178,"1-propanol","71-23-8","alcohol",178,"CH4O                                              ",60.09,0.80,263.63,51.74,0.62,64.55,60.09,99.00,"Classic                                           ",20891.50,36.54,5.221192e-03,4.6109444e-04,-5.8397536e-07,2.232309e-10,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,3.62,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,57900.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,0.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,1.43,-0.79,0.32,0.00,0.00,0.00,0.00,0.00,0.00,2,"2B",0.00,0.00,8.1e-03,21000.00,119102.00,6.41,0.91,47052.00,3.30,0.90,0.04,1,17.38,-7582.40,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",2.38,3.17,198.24,0.03,22060.36,3.62,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,"i-propanol","67-63-0","alcohol",179,"CH4O                                              ",60.09,0.79,235.15,47.61,0.66,64.55,32.04,99.00,"Classic                                           ",20891.50,36.54,5.221192e-03,4.6109444e-04,-5.8397536e-07,2.232309e-10,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,3.62,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,57900.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,0.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,1.43,-0.79,0.32,0.00,0.00,0.00,0.00,0.00,0.00,2,"2B",0.00,0.00,9.1e-03,21000.00,106018.99,6.41,0.94,47052.00,3.30,0.90,0.04,1,17.38,-7582.40,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",2.38,3.17,198.24,0.03,22060.36,3.62,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,"c-C4","287-23-0","HC",180,"C4H8",56.10,0.66,186.75,49.85,0.20,12.55,56.10,210.00,"Classic",27875.60,-50.30,0.50,0.50,-1.80380544e-06,6.829951e-10,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,203.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,5479.00,"no",2.36,3.71,265.83,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.02,0.19,203.00
181,"33-DM-C6","563-16-6","HC",181,"C8H18",114.23,0.71,288.87,26.53,0.32,111.97,114.23,443.00,"Classic",58553.60,-3.99,0.61,-6.15236e-05,-2.9614468e-07,1.5148108e-10,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
182,"n-Bcychexane","1678-93-9","HC",182,"C10H20",140.26,0.80,393.88,31.50,0.36,180.98,140.26,534.10,"Classic",58553.60,-3.99,0.61,-6.15236e-05,-2.9614468e-07,1.5148108e-10,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
183,"Pent-CC6","4292-92-6","HC",183,"C11H22",154.30,0.80,400.85,23.30,0.41,203.74,154.30,584.50,"Classic",58553.60,-3.99,0.61,-6.15236e-05,-2.9614468e-07,1.5148108e-10,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
184,"nC25","629-99-2","HC",184,"C25H52",352.68,0.87,583.85,9.50,1.10,402.00,86.17,358.00,"Classic",0.00,-46.50,0.30,2.87e-03,-7.09e-07,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,2.10,-1.39,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,348210.00,12.68,0.91,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",3.07,3.79,287.35,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
185,"nC26","630-01-3","HC",185,"C26H54",366.70,0.87,545.85,9.10,1.15,412.00,86.17,358.00,"Classic",0.00,-49.60,0.31,2.87e-03,-7.1e-07,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,2.18,-1.52,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,348210.00,12.68,0.91,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",3.07,3.79,287.35,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
186,"nC28","630-02-4","HC",186,"C28H58",394.76,0.87,558.85,8.50,1.23,431.00,86.17,358.00,"Classic",0.00,-55.00,0.32,2.87e-03,-7.11e-07,0.00,"log",-7.76,1.45,-2.77,-1.23,0.00,1.80,0.07,0.00,0.00,2.52,809.10,0.00,3,-24.71,4210.00,0.04,-3.38e-05,-229000.00,-19.29,29814.50,-0.01,1.32e-04,-3.11e-07,0,"solvent",0.00,0.00,0.00,0.00,0.07,-1.16,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,2.32,-1.75,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,348210.00,12.68,0.91,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",3.07,3.79,287.35,0.00,0.00,2.52,809.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
