ID,NAME,CASnumber,COMPTYPE,COMPINDEX,FORMULA,MOLARMASS,LIQDENS,TC,PC,ACSFACT,NORMBOIL,MWAVG,CRITVOL,PVMODEL,Href,CPA,CPB,CPC,CPD,CPE,AntoineVapPresLiqType,ANTOINEA,ANTOINEB,ANTOINEC,ANTOINED,ANTOINEE,DIPOLEMOMENT,VISCFACT,RACKETZ,volcorrSRK_T,LJDIAMETER,LJEPS,SphericalCoreRadius,LIQVISCMODEL,LIQVISC1,LIQVISC2,LIQVISC3,LIQVISC4,GIBBSENERGYOFFORMATION,DIELECTRICPARAMETER1,DIELECTRICPARAMETER2,DIELECTRICPARAMETER3,DIELECTRICPARAMETER4,DIELECTRICPARAMETER5,IONICCHARGE,REFERENCESTATETYPE,HenryCoef1,HenryCoef2,HenryCoef3,HenryCoef4,SCHWARTZENTRUBER1,SCHWARTZENTRUBER2,SCHWARTZENTRUBER3,LIQUIDCONDUCTIVITY1,LIQUIDCONDUCTIVITY2,LIQUIDCONDUCTIVITY3,PARACHOR,HEATOFFUSION,TRIPLEPOINTDENSITY,TRIPLEPOINTPRESSURE,TRIPLEPOINTTEMPERATURE,MELTINGPOINTTEMPERATURE,ENTHALPYOFFORMATION,ABSOLUTEENTROPY,SOLIDDENSITYCOEFS1,SOLIDDENSITYCOEFS2,SOLIDDENSITYCOEFS3,SOLIDDENSITYCOEFS4,SOLIDDENSITYCOEFS5,LIQUIDDENSITYCOEFS1,LIQUIDDENSITYCOEFS2,LIQUIDDENSITYCOEFS3,LIQUIDDENSITYCOEFS4,LIQUIDDENSITYCOEFS5,HEATOFVAPORIZATIONCOEFS1,HEATOFVAPORIZATIONCOEFS2,HEATOFVAPORIZATIONCOEFS3,HEATOFVAPORIZATIONCOEFS4,HEATOFVAPORIZATIONCOEFS5,STDDENS,MC1,MC2,MC3,MC1Solid,MC2Solid,MC3Solid,TwuCoon1,TwuCoon2,TwuCoon3,associationsites,associationscheme,racketZCPA,volcorrCPA_T,associationboundingvolume_SRK,associationenergy,aCPA_SRK,bCPA_SRK,mCPA_SRK,aCPA_PR,bCPA_PR,mCPA_PR,associationboundingvolume_PR,calcActivity,ANTOINESolidA,ANTOINESolidB,ANTOINESolidC,Hsub,criticalViscosity,HydrateA1Small,HydrateB1Small,HydrateA1Large,HydrateB1Large,HydrateA2Small,HydrateB2Small,HydrateA2Large,HydrateB2Large,HydrateFormer,mSAFT,sigmaSAFT,epsikSAFT,associationboundingvolume_PCSAFT,associationenergy_PCSAFT,LJDIAMETERHYDRATE,LJEPSHYDRATE,SphericalCoreRadiusHYDRATE,DeshMatIonicDiameter,waxformer,B2_largeGF,A1_smallGF,B1_smallGF,A1_largeGF,B1_largeGF,A2_smallGF,B2_smallGF,A2_largeGF,CPsolid1,CPsolid2,CPsolid3,CPsolid4,CPsolid5,CPliquid1,CPliquid2,CPliquid3,CPliquid4,CPliquid5,MCPR1,MCPR2,MCPR3,PARACHOR_CPA,lambdaRSAFTVRMie,lambdaASAFTVRMie,mSAFTVRMie,sigmaSAFTVRMie,epsikSAFTVRMie,associationenergy_SAFTVRMie,associationvolume_SAFTVRMie,UMRCPA_MC1,UMRCPA_MC2,UMRCPA_MC3,UMRCPA_MC4,UMRCPA_MC5,UMRCPA_a0,UMRCPA_b,UMRCPA_assocEnergy,UMRCPA_assocVolume,UMRCPA_assocScheme,UMRCPA_associating,UMRCPA_racketZ,UMRCPA_volcorr_T,InChIKey
209,NO-,10102-43-9,ion,1202,NO,29.0061,1.452100783195692,358,64.848,0.588,-151.73999999999998,29.0061,58.0,Classic,91089.0,37.6977607332,-0.0635557307111999,0.000171776739468,-1.79259753288e-07,6.701454598800001e-11,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.2668,0.0,3.492,116.7,0.2744,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1452.100783195692,0.219155309210526,109.500864,109.55,91089.0,210.8,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,13641.868571336778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2400.0,1.2693739417943766e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,MWUXSHHQAYIFBG-UHFFFAOYSA-N
210,N2O5,10102-03-1,0,1204,N2O5,108.0104,1.6387872579662983,318.80000000000007,64.33,0.266,33.0,108.0104,182.56,Classic,14760.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.82,132.0,1.0,3,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,303.15,14760.0,355.7,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,26082.159742053424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0101793235595603e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ZWWCURLKEXEFQT-UHFFFAOYSA-N
211,N2O5-,10102-03-1,ion,1204,N2O5,107.0104,1.6387872579662983,318.80000000000007,64.33,0.266,33.0,107.0104,182.56,Classic,14760.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.82,132.0,1.0,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,303.15,14760.0,355.7,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,26082.159742053424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0101793235595603e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ZWWCURLKEXEFQT-UHFFFAOYSA-N
212,N2O3,10544-73-7,0,1206,N2O3,76.0116,0.98834459114374,318.80000000000007,69.9,0.4312,42.75,76.0116,195.0,Classic,86080.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.82,132.0,1.173,3,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,172.05,86080.0,314.7,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,49727.2913030901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.8405984915604204e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,LZDSILRDTDCIQT-UHFFFAOYSA-N
213,N2O3-,10544-73-7,ion,1206,N2O3,75.0116,0.98834459114374,318.80000000000007,69.9,0.4312,42.75,75.0116,195.0,Classic,86080.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.82,132.0,1.173,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,172.05,86080.0,314.7,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,49727.2913030901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.8405984915604204e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,LZDSILRDTDCIQT-UHFFFAOYSA-N
214,N2O,10024-97-2,0,1208,N2O,44.0128,1.2191799046680196,36.5,73,0.162,-88.46605635499998,44.0128,97.3709834469,Classic,82574.0,26.315265267,0.0282774777797999,8.2230007422e-05,-1.5631184424e-07,7.399869221999999e-11,pow10KPa,9.12884,654.26,-25.99,0.0,0.0,1.0,0.215,0.2758,0.0,3.67545,239.63,0.18575086,3,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1219.1799046680196,0.8783731034009999,182.33,182.345,82574.0,220.0,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,16464.71616356305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,6640.0,1.5122820664363236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,GQPLMRYTRLFLPF-UHFFFAOYSA-N
215,N2O-,10024-97-2,ion,1208,N2O,43.0128,1.2191799046680196,582,72.45,0.162,-88.46605635499998,43.0128,97.3709834469,Classic,82574.0,26.315265267,0.0282774777797999,8.2230007422e-05,-1.5631184424e-07,7.399869221999999e-11,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.2758,0.0,3.67545,239.63,0.18575086,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1219.1799046680196,0.8783731034009999,182.33,182.345,82574.0,220.0,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,16464.71616356305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,6640.0,1.5122820664363236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,GQPLMRYTRLFLPF-UHFFFAOYSA-N
216,NHÃ¢â€šâ€šOH,7803-49-8,0,1210,H3NO,33.02992,1.384180567357443,318.80000000000007,137.0,0.694,58.0,33.02992,74.64,Classic,-43480.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.82,132.0,0.68207255,3,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,306.15,-43480.0,0.0,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,33299.8917921176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,5141.0,1.807373815415664e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,AVXURJPOCDRRFD-UHFFFAOYSA-N
217,NHÃ¢â€šâ€šOH-,7803-49-8,ion,1210,H3NO,32.02992,1.384180567357443,318.80000000000007,137.0,0.694,58.0,32.02992,74.64,Classic,-43480.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.82,132.0,0.68207255,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,306.15,-43480.0,0.0,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,33299.8917921176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,5141.0,1.807373815415664e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,AVXURJPOCDRRFD-UHFFFAOYSA-N
218,NÃ¢â€šâ€šHÃ¢â€šâ€ž,302-01-2,0,1212,H4N2,32.04516,0.938718090973834,318.80000000000007,146.92125,0.328,113.55,32.04516,96.1,Classic,95510.0,30.1565456946,0.0186160754922,0.000239123863848,-3.3756706788e-07,1.4051437062e-10,pow10KPa,9.9268,1679.07,-45.45,0.0,0.0,1.0,0.215,0.264,0.0,3.82,132.0,0.7475297500000001,3,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,275.15,95510.0,238.5,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,41371.3976726547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,12760.0,1.8255116023732143e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,OAKJQQAXSVQMHS-UHFFFAOYSA-N
219,NÃ¢â€šâ€šHÃ¢â€šâ€ž-,302-01-2,ion,1212,H4N2,31.045160000000003,0.938718090973834,318.80000000000007,146.92125,0.328,113.55,31.045160000000003,96.1,Classic,95510.0,30.1565456946,0.0186160754922,0.000239123863848,-3.3756706788e-07,1.4051437062e-10,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.264,0.0,3.82,132.0,0.7475297500000001,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,275.15,95510.0,238.5,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,41371.3976726547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,12760.0,1.8255116023732143e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,OAKJQQAXSVQMHS-UHFFFAOYSA-N
220,S,7704-34-9,0,1214,S,32.065,1.6077329080870597,318.80000000000007,117.537,0.2463,444.61,32.065,56.818182,Classic,277200.0,23.3054308194,-0.0002993205528,1.1889677514e-05,-3.616790013e-08,2.2282752264e-11,pow10KPa,8.96853,2500.12,-86.85,0.0,0.0,1.0,0.215,0.2855,0.0,3.82,132.0,1.0,3,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1607.7329080870595,0.231834266447368,187.622037,286.405,277200.0,167.8,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,63802.86159356311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1821.0,1.4005500224592316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,NINIDFKCEFEMDL-UHFFFAOYSA-N
221,S-,7704-34-9,ion,1214,S,31.065,1.6077329080870597,318.80000000000007,117.537,0.2463,444.61,31.065,56.818182,Classic,277200.0,23.3054308194,-0.0002993205528,1.1889677514e-05,-3.616790013e-08,2.2282752264e-11,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.2855,0.0,3.82,132.0,1.0,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1607.7329080870595,0.231834266447368,187.622037,286.405,277200.0,167.8,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,63802.86159356311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1821.0,1.4005500224592316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,NINIDFKCEFEMDL-UHFFFAOYSA-N
222,SO3,7446-11-9,0,1216,O3S,80.0632,1.6963059857059604,318.80000000000007,82.07325,0.4121,44.5,80.0632,130.0,Classic,-395700.0,28.4853392748,0.0538693850442,0.000140597515218,-2.79033270888e-07,1.3219991082000002e-10,pow10KPa,11.17575,1735.31,-36.65,0.0,0.0,1.0,0.215,0.2515,0.0,3.82,132.0,1.0945,3,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,301.325,-395700.0,256.8,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,34619.64033463599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,8700.0,2.0524368653598576e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,AKEJUJNQAAGONA-UHFFFAOYSA-N
223,SO3-,7446-11-9,ion,1216,O3S,79.0632,1.6963059857059604,318.80000000000007,82.07325,0.4121,44.5,79.0632,130.0,Classic,-395700.0,28.4853392748,0.0538693850442,0.000140597515218,-2.79033270888e-07,1.3219991082000002e-10,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.2515,0.0,3.82,132.0,1.0945,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,301.325,-395700.0,256.8,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,34619.64033463599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,8700.0,2.0524368653598576e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,AKEJUJNQAAGONA-UHFFFAOYSA-N
224,HNO2,7782-77-6,0,1218,HNO2,47.01344,1.6382209070384064,318.80000000000007,76.409604,2.835271,158.0,47.01344,130.237,Classic,-78701.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.82,132.0,1.0,3,0.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,315.5,-78701.0,254.1,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,125908.45104285493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.4845183306810346e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,IOVCWXUNBOPUCH-UHFFFAOYSA-N
225,HNO2-,7782-77-6,ion,1218,HNO2,46.01344,1.6382209070384064,318.80000000000007,76.409604,2.835271,158.0,46.01344,130.237,Classic,-78701.0,37.978352,-0.07461815,0.0003018813,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.0,0.0,3.82,132.0,1.0,3,1.0,0.0,0.0,0.0,0.0,8.16976,0.0,0.0,0.0,0.0,-1,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1000.0,0.1,273.15,315.5,-78701.0,254.1,2.92,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,125908.45104285493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1A,0.0,0.0,0.0,0.0,91196.01624744,4.68,0.4644,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.4845183306810346e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,IOVCWXUNBOPUCH-UHFFFAOYSA-N
