ID,NAME,CASnumber,COMPTYPE,COMPINDEX,FORMULA,MOLARMASS,LIQDENS,TC,PC,ACSFACT,NORMBOIL,MWAVG,CRITVOL,PVMODEL,Href,CPA,CPB,CPC,CPD,CPE,AntoineVapPresLiqType,ANTOINEA,ANTOINEB,ANTOINEC,ANTOINED,ANTOINEE,DIPOLEMOMENT,VISCFACT,RACKETZ,volcorrSRK_T,LJDIAMETER,LJEPS,SphericalCoreRadius,LIQVISCMODEL,LIQVISC1,LIQVISC2,LIQVISC3,LIQVISC4,GIBBSENERGYOFFORMATION,DIELECTRICPARAMETER1,DIELECTRICPARAMETER2,DIELECTRICPARAMETER3,DIELECTRICPARAMETER4,DIELECTRICPARAMETER5,IONICCHARGE,REFERENCESTATETYPE,HenryCoef1,HenryCoef2,HenryCoef3,HenryCoef4,SCHWARTZENTRUBER1,SCHWARTZENTRUBER2,SCHWARTZENTRUBER3,LIQUIDCONDUCTIVITY1,LIQUIDCONDUCTIVITY2,LIQUIDCONDUCTIVITY3,PARACHOR,HEATOFFUSION,TRIPLEPOINTDENSITY,TRIPLEPOINTPRESSURE,TRIPLEPOINTTEMPERATURE,MELTINGPOINTTEMPERATURE,ENTHALPYOFFORMATION,ABSOLUTEENTROPY,SOLIDDENSITYCOEFS1,SOLIDDENSITYCOEFS2,SOLIDDENSITYCOEFS3,SOLIDDENSITYCOEFS4,SOLIDDENSITYCOEFS5,LIQUIDDENSITYCOEFS1,LIQUIDDENSITYCOEFS2,LIQUIDDENSITYCOEFS3,LIQUIDDENSITYCOEFS4,LIQUIDDENSITYCOEFS5,HEATOFVAPORIZATIONCOEFS1,HEATOFVAPORIZATIONCOEFS2,HEATOFVAPORIZATIONCOEFS3,HEATOFVAPORIZATIONCOEFS4,HEATOFVAPORIZATIONCOEFS5,STDDENS,MC1,MC2,MC3,MC1Solid,MC2Solid,MC3Solid,TwuCoon1,TwuCoon2,TwuCoon3,associationsites,associationscheme,racketZCPA,volcorrCPA_T,associationboundingvolume_SRK,associationenergy,aCPA_SRK,bCPA_SRK,mCPA_SRK,aCPA_PR,bCPA_PR,mCPA_PR,associationboundingvolume_PR,calcActivity,ANTOINESolidA,ANTOINESolidB,ANTOINESolidC,Hsub,criticalViscosity,HydrateA1Small,HydrateB1Small,HydrateA1Large,HydrateB1Large,HydrateA2Small,HydrateB2Small,HydrateA2Large,HydrateB2Large,HydrateFormer,mSAFT,sigmaSAFT,epsikSAFT,associationboundingvolume_PCSAFT,associationenergy_PCSAFT,LJDIAMETERHYDRATE,LJEPSHYDRATE,SphericalCoreRadiusHYDRATE,DeshMatIonicDiameter,waxformer,B2_largeGF,A1_smallGF,B1_smallGF,A1_largeGF,B1_largeGF,A2_smallGF,B2_smallGF,A2_largeGF,CPsolid1,CPsolid2,CPsolid3,CPsolid4,CPsolid5,CPliquid1,CPliquid2,CPliquid3,CPliquid4,CPliquid5,MCPR1,MCPR2,MCPR3,PARACHOR_CPA,lambdaRSAFTVRMie,lambdaASAFTVRMie,mSAFTVRMie,sigmaSAFTVRMie,epsikSAFTVRMie,associationenergy_SAFTVRMie,associationvolume_SAFTVRMie,UMRCPA_MC1,UMRCPA_MC2,UMRCPA_MC3,UMRCPA_MC4,UMRCPA_MC5,UMRCPA_a0,UMRCPA_b,UMRCPA_assocEnergy,UMRCPA_assocVolume,UMRCPA_assocScheme,UMRCPA_associating,UMRCPA_racketZ,UMRCPA_volcorr_T,InChIKey
335,4-methylheptane,589-53-7,HC,1338,C8H18,114.22852,0.707491,288.55,25.4,0.369,117.7,114.22852,476,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,10800,1000.0,0.00611,152.15,152.15,-211900,457.32,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CHBAWFGIXDBEBT-UHFFFAOYSA-N
336,4-methylnonane,17301-94-9,HC,1339,C10H22,142.28168,0.734729,336.85,21.6,0.465,166,142.28168,583,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,18133,1000.0,0.00611,174.7,174.15,-254720,541.74,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,IALRSQMWHFKJJA-UHFFFAOYSA-N
337,5-ethyltetralin,42775-75-7,HC,1340,C12H16,160.25544,0.9177,464.47,27.73,0.424,248.02,160.25544,548.5,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,15063,1000.0,0.00611,228.65,228.65,9560,189.0,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,WHCKFZOMBDMRLO-UHFFFAOYSA-N
338,5-methyl-3-heptene,13172-91-3,HC,1341,C8H16,112.21264,0.7175,291.59,26.94,0.328,112,112.21264,458.8,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,13155,1000.0,0.00611,159.84,159.84,-96510,189.0,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,YMNTZRCUPAYGLG-UHFFFAOYSA-N
339,5-methyl-3-heptyne,61228-09-9,HC,1342,C8H14,110.19676,0.7386,309.96276,30.256051,0.28866083,118.05,110.19676,439.5,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,16075,1000.0,0.00611,271.02,271.02,58570,189.0,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,UCTGGLKZKKZBNO-UHFFFAOYSA-N
340,5-methylnonane,15869-85-9,HC,1343,C10H22,142.28168,0.735111,336.65,21.6,0.456,164,142.28168,583,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,18133,1000.0,0.00611,186.7,185.3,-258600,536,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,TYSIILFJZXHVPU-UHFFFAOYSA-N
341,5-undecene,764-96-5,HC,1344,C11H22,154.29238,0.7447,364.69,20.23,0.504,192.3,154.29238,637.8,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,24448,1000.0,0.00611,189.35,189.35,-153150,189.0,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,NGCRXXLKJAAUQQ-UHFFFAOYSA-N
342,1-butyl-2-methylbenzene,1595-11-5,HC,1345,C11H16,148.24474,0.8467,410.52,26.08,0.442,204.4250,148.24474,543.5,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,17898,1000.0,0.00611,252.67,252.67,-41700,472.32,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,NUJILYKLNKQOOX-UHFFFAOYSA-N
343,"2-ethyl-1,3-dimethylbenzene",2870-04-4,HC,1346,C10H14,134.21816,0.9283,391.95,29.29306,0.4359,190,134.21816,446.2,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,14919,1000.0,0.00611,257.05,257.05,-26230,421.67,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CHIKRULMSSADAF-UHFFFAOYSA-N
344,biphenyl,92-52-4,HC,1347,C12H10,154.2078,1.02944,499.85,33.8,0.403,255.2,154.2078,497,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,0,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,18570,1000.0,0.00611,342.08942,342.575,181400,391.24,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ZUOUZKKEUPVFJK-UHFFFAOYSA-N
345,butylbenzene,104-51-8,HC,1348,C10H14,134.21816,0.863174,387.35,28.9,0.392,183.3,134.21816,497,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,0.4,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,11220,1000.0,0.00611,185.21631,185.15,-11800,437.86,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,OCKPCBLVNKHBMX-UHFFFAOYSA-N
346,cis-2-Octene,7642-04-8,HC,1349,C8H16,112.21264,0.7201,298.85,25.9,0.389,125.6,112.21264,462,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,16678,1000.0,0.00611,171.85,171.85,-94510,466.84,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ILPBINAXDRFYPL-HYXAFXHYSA-N
347,cis-2-heptene,6443-92-1,HC,1350,C7H14,98.18606,0.711166,275.35,30,0.294,97,98.18606,410,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,14088,1000.0,0.00611,163.9,163.9,-69200,422.66,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,OTTZHAVKAVGASB-UHFFFAOYSA-N
348,cis-2-pentene,627-20-3,HC,1351,C5H10,70.1329,0.659575,201.85,36.9,0.233,36.9,70.1329,301,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,0.28,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,7110,1000.0,0.00611,121.813254,127.55,-27600,347.37,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,QMMOXUPEWRXHJS-UHFFFAOYSA-N
349,cis-3-hexene,13269-52-8,HC,1352,C6H12,84.15948,0.6739,233.85,31.8,0.292,67.06,84.15948,352,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,0,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,11498,1000.0,0.00611,158.95,158.95,-54400,189.0,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ZQDPJFUHLCOCRG-UHFFFAOYSA-N
